 8.600,  -63.4773154584,   -9.7963546769,  -64.4836452947,   -9.7963547053
 8.700,  -64.4569509261,   -9.7967015749,  -65.4632983991,   -9.7967016009
 8.800,  -65.4366210836,   -9.7970154613,  -66.4429845149,   -9.7970154851
 8.900,  -66.4163226297,   -9.7972994775,  -67.4227005007,   -9.7972994993
 9.000,  -67.3960525775,   -9.7975564660,  -68.4024435141,   -9.7975564859
 9.100,  -68.3758082241,   -9.7977889988,  -69.3822109830,   -9.7977890170
 9.200,  -69.3555871239,   -9.7979994032,  -70.3620005802,   -9.7979994198
 9.300,  -70.3353870643,   -9.7981897850,  -71.3418101998,   -9.7981898002
 9.400,  -71.3152060428,   -9.7983620496,  -72.3216379365,   -9.7983620635
 9.500,  -72.2950422477,   -9.7985179210,  -73.3014820662,   -9.7985179338
 9.600,  -73.2748940398,   -9.7986589594,  -74.2813410290,   -9.7986589710
 9.700,  -74.2547599358,   -9.7987865761,  -75.2612134132,   -9.7987865868
 9.800,  -75.2346385934,   -9.7989020486,  -76.2410979417,   -9.7989020583
 9.900,  -76.2145287982,   -9.7990065324,  -77.2209934587,   -9.7990065413
10.000,  -77.1944294515,   -9.7991010732,  -78.2008989186,   -9.7991010814
